budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres,keywords,production_companies,production_countries,spoken_languages,combine_feature,clean_feature,bayes_weighted_rating,bayes_weighted_rating_norm,sentiment_score,hybrid_score
4500000,9336,en,Police Academy,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",15.002502,1984-03-22,146198896,96.0,Released,What an Institution!,Police Academy,6.5,602.0,"Comedy, Crime","trainer, recruit, shenanigan, police academy","Warner Bros., The Ladd Company",United States of America,English,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out! Comedy, Crime trainer, recruit, shenanigan, police academy What an Institution!",new rule enforced lady mayoress mean sex weight height intelligence need longer factor joining police force open floodgate sundry enter police academy much chagrin instructor everyone choice though social misfit mahoney forced sign alternative jail sentence doesnt take long fall foul boorish lieutenant harris long mahoney realises enjoying police cadet decides want stay harris decides want mahoney comedy crime trainer recruit shenanigan police academy institution,6.2755268404098326,0.419129824354791,0.04226641414141413,0.5984532828282829
4500000,5689,en,The Blue Lagoon,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline (Brooke Shields) and Richard (Christopher Atkins) make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",22.585384,1980-07-05,58853106,104.0,Released,A sensuous story of natural love.,The Blue Lagoon,5.8,408.0,"Romance, Adventure, Drama","sexual identity, shipwreck, lovers, stranded, marooned, pacific island, teenager, deserted island, tropical island, lost at sea",Columbia Pictures Corporation,United States of America,English,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline (Brooke Shields) and Richard (Christopher Atkins) make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again? Romance, Adventure, Drama sexual identity, shipwreck, lovers, stranded, marooned, pacific island, teenager, deserted island, tropical island, lost at sea A sensuous story of natural love.",two small child ship cook survive shipwreck find safety idyllic tropical island soon however cook dy young boy girl left day become year emmeline brooke shield richard christopher atkins make home surrounded exotic creature nature beauty ever see civilization romance adventure drama sexual identity shipwreck lover stranded marooned pacific island teenager deserted island tropical island lost sea sensuous story natural love,5.988061519046957,0.33671205716293756,0.19,0.586
6000000,712,en,Four Weddings and a Funeral,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,29.834065,1994-03-09,254700832,117.0,Released,Five good reasons to stay single.,Four Weddings and a Funeral,6.6,632.0,"Comedy, Drama, Romance","upper class, love at first sight, wedding vows, marriage proposal, yuppie, love of one's life, lone wolf, snob, witness, bride, bridegroom, bridesmaid, funeral, clumsy fellow, friendship, wedding, gay couple","Channel Four Films, PolyGram Filmed Entertainment, Working Title Films",United Kingdom,English,"Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another. Comedy, Drama, Romance upper class, love at first sight, wedding vows, marriage proposal, yuppie, love of one's life, lone wolf, snob, witness, bride, bridegroom, bridesmaid, funeral, clumsy fellow, friendship, wedding, gay couple Five good reasons to stay single.",four wedding funeral british comedy british man named charles american woman named carrie go numerous wedding determine right one another comedy drama romance upper class love first sight wedding vow marriage proposal yuppie love one life lone wolf snob witness bride bridegroom bridesmaid funeral clumsy fellow friendship wedding gay couple five good reason stay single,6.3266109856163375,0.43377590815670414,0.05714285714285714,0.6074285714285714
4500000,13342,en,Fast Times at Ridgemont High,"Follows a group of high school students growing up in southern California, based on the real-life adventures chronicled by Cameron Crowe. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. The center of the film is held by Jeff Spicoli, a perpetually stoned surfer dude who faces off with the resolute Mr. Hand, who is convinced that everyone is on dope.",20.403344,1982-08-13,27092880,90.0,Released,"Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?",Fast Times at Ridgemont High,7.0,322.0,Comedy,"sex, based on novel, nudity, friendship, high school, shopping mall, bikini, bong, teacher, coming of age, marijuana, loss of virginity, drug humor, teen movie, rock 'n' roll, stoner, irreverence, teen comedy, dream sequence, convenience store, teenage pregnancy, woman director, abortion, surfer dude","Universal Pictures, Refugee Films",United States of America,English,"Follows a group of high school students growing up in southern California, based on the real-life adventures chronicled by Cameron Crowe. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. The center of the film is held by Jeff Spicoli, a perpetually stoned surfer dude who faces off with the resolute Mr. Hand, who is convinced that everyone is on dope. Comedy sex, based on novel, nudity, friendship, high school, shopping mall, bikini, bong, teacher, coming of age, marijuana, loss of virginity, drug humor, teen movie, rock 'n' roll, stoner, irreverence, teen comedy, dream sequence, convenience store, teenage pregnancy, woman director, abortion, surfer dude Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?",follows group high school student growing southern california based reallife adventure chronicled cameron crowe stacy hamilton mark ratner looking love interest helped along older classmate linda barrett mike damone respectively center film held jeff spicoli perpetually stoned surfer dude face resolute mr hand convinced everyone dope comedy sex based novel nudity friendship high school shopping mall bikini bong teacher coming age marijuana loss virginity drug humor teen movie rock n roll stoner irreverence teen comedy dream sequence convenience store teenage pregnancy woman director abortion surfer dude fast car fast girl fast carrotsfast carrot,6.368206269413377,0.44570148721441577,0.09666666666666666,0.6393333333333333
4500000,10339,en,Moby Dick,"In 1841, young Ishmael signs up for service abroad the Pequod, a whaler sailing out of New Bedford. The ship is under the command of Captain Ahab, a strict disciplinarian who exhorts his men to find Moby Dick, the great white whale. Ahab lost his his leg to that creature and is desperate for revenge. As the crew soon learns, he will stop at nothing to gain satisfaction.",5.224593,1956-06-27,10400000,116.0,Released,"From the immortal adventure classic...of whaling men, their ships, and the sea!",Moby Dick,6.9,89.0,"Adventure, Drama","based on novel, captain, boat, obsession, shipwreck, stroke of fate, whale, walrus, revenge","Warner Bros., Moulin Productions Inc.",United States of America,English,"In 1841, young Ishmael signs up for service abroad the Pequod, a whaler sailing out of New Bedford. The ship is under the command of Captain Ahab, a strict disciplinarian who exhorts his men to find Moby Dick, the great white whale. Ahab lost his his leg to that creature and is desperate for revenge. As the crew soon learns, he will stop at nothing to gain satisfaction. Adventure, Drama based on novel, captain, boat, obsession, shipwreck, stroke of fate, whale, walrus, revenge From the immortal adventure classic...of whaling men, their ships, and the sea!",young ishmael sign service abroad pequod whaler sailing new bedford ship command captain ahab strict disciplinarian exhorts men find moby dick great white whale ahab lost leg creature desperate revenge crew soon learns stop nothing gain satisfaction adventure drama based novel captain boat obsession shipwreck stroke fate whale walrus revenge immortal adventure classicof whaling men ship sea,6.179213606911339,0.3915163312964294,0.08727272727272728,0.6314545454545455
15000000,1429,en,25th Hour,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",30.196039,2002-12-16,13060843,135.0,Released,This life was so close to never happening.,25th Hour,7.2,629.0,"Crime, Drama","prison, prisoner, dream, drug dealer, nightclub, american dream, male friendship, melancholy, girlfriend, friendship, aftercreditsstinger","40 Acres & A Mule Filmworks, Touchstone Pictures",United States of America,English,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint. Crime, Drama prison, prisoner, dream, drug dealer, nightclub, american dream, male friendship, melancholy, girlfriend, friendship, aftercreditsstinger This life was so close to never happening.",filmed adaptation david benioffs novel name set new york convicted drug dealer named monty one day left freedom sent prison anger blame frustration betrayal guilt loneliness theme last day friend family party saying goodbye setting thing straight spike lee joint crime drama prison prisoner dream drug dealer nightclub american dream male friendship melancholy girlfriend friendship aftercreditsstinger life close never happening,6.602291683242142,0.5128149638886821,-0.0606060606060606,0.6198787878787879
4500000,9303,en,Bound,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.",15.359952,1996-09-13,7011317,108.0,Released,"In their world, you can't buy freedom, but you can steal it.",Bound,6.9,198.0,"Crime, Drama, Romance, Thriller","prison, women's prison, suspense, mafia, lesbian, gangster, ex-con, woman director","Dino De Laurentiis Company, Spelling Films",United States of America,English,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser. Crime, Drama, Romance, Thriller prison, women's prison, suspense, mafia, lesbian, gangster, ex-con, woman director In their world, you can't buy freedom, but you can steal it.",corky tough female ex con lover violet concoct scheme steal million stashed mob money pin blame violet crooked boyfriend caeser crime drama romance thriller prison womens prison suspense mafia lesbian gangster excon woman director world cant buy freedom steal,6.263241111560177,0.4156074435148602,-0.12962962962962962,0.5880740740740741
4500000,641,en,Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,11.573034,2000-10-27,7390108,102.0,Released,Tidak ada,Requiem for a Dream,7.9,2443.0,"Crime, Drama","drug addiction, junkie, heroin, speed, diet, unsociability, illegal prostitution",Artisan Entertainment,United States of America,English,"The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body. Crime, Drama drug addiction, junkie, heroin, speed, diet, unsociability, illegal prostitution Tidak ada",hope dream four ambitious people shattered drug addiction begin spiraling control look addiction overcomes mind body crime drama drug addiction junkie heroin speed diet unsociability illegal prostitution tidak ada,7.481015861417851,0.7647496473467863,0.25,0.724
0,27686,en,State Fair,"During their annual visit to the Iowa State Fair, the Frake family enjoy many adventures. Proud patriarch Abel (Charles Winninger) has high hopes for his champion swine Blueboy; and his wife Melissa (Fay Bainter) enters the mincemeat and pickles contest...with hilarious results.",1.847822,1945-08-29,0,96.0,Released,Tidak ada,State Fair,6.2,19.0,"Music, Romance",state fair,Twentieth Century Fox Film Corporation,United States of America,English,"During their annual visit to the Iowa State Fair, the Frake family enjoy many adventures. Proud patriarch Abel (Charles Winninger) has high hopes for his champion swine Blueboy; and his wife Melissa (Fay Bainter) enters the mincemeat and pickles contest...with hilarious results. Music, Romance state fair Tidak ada",annual visit iowa state fair frake family enjoy many adventure proud patriarch abel charles winninger high hope champion swine blueboy wife melissa fay bainter enters mincemeat pickle contestwith hilarious result music romance state fair tidak ada,6.094881533477204,0.3673378976608568,0.5100000000000001,0.674
0,65749,es,"Tango, no me dejes nunca",A dangerous love affair inspires a director to create the most spectacular and bodly seductive dance film ever made. 1998 Oscar Nominee Best Foreign Language Film.,0.425551,1998-02-12,0,115.0,Released,Tango: do not ever leave me,Tango,6.8,6.0,"Drama, Foreign, Romance","dancer, tango, musical, love",Adela Pictures,"Argentina, Spain",Español,"A dangerous love affair inspires a director to create the most spectacular and bodly seductive dance film ever made. 1998 Oscar Nominee Best Foreign Language Film. Drama, Foreign, Romance dancer, tango, musical, love Tango: do not ever leave me",dangerous love affair inspires director create spectacular bodly seductive dance film ever made oscar nominee best foreign language film drama foreign romance dancer tango musical love tango ever leave,6.097887536081784,0.3681997338700658,0.3125,0.6705
4500000,6106,en,Salvador,A second rated journalist from the US tries his luck in El Salvador during the military dictatorship in the 1980s.,3.819796,1986-04-23,0,123.0,Released,Based on a true story.,Salvador,7.0,71.0,Drama,"civil war, dictator, journalist, guerrilla, loss of lover, revolution, war correspondent, civil rights movement , picture journalist, el salvador, dictatorship",Hemdale Film,"United Kingdom, United States of America","English, Español","A second rated journalist from the US tries his luck in El Salvador during the military dictatorship in the 1980s. Drama civil war, dictator, journalist, guerrilla, loss of lover, revolution, war correspondent, civil rights movement , picture journalist, el salvador, dictatorship Based on a true story.",second rated journalist u try luck el salvador military dictatorship drama civil war dictator journalist guerrilla loss lover revolution war correspondent civil right movement picture journalist el salvador dictatorship based true story,6.171943613005898,0.38943198713156074,-0.06666666666666667,0.6066666666666667
5000000,252680,en,Moms' Night Out,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",10.274542,2014-03-25,10429707,98.0,Released,What could go wrong?,Moms' Night Out,5.5,121.0,Comedy,"wife husband relationship, stress, children, mother daughter relationship, parenthood, parenting, parent child relationship, duringcreditsstinger","TriStar Pictures, Provident Films, Pure Flix Entertainment, Affirm Films, FourBoys Entertainment",United States of America,English,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong? Comedy wife husband relationship, stress, children, mother daughter relationship, parenthood, parenting, parent child relationship, duringcreditsstinger What could go wrong?",yearning evening without kid friend plan night husband need watch kid go wrong comedy wife husband relationship stress child mother daughter relationship parenthood parenting parent child relationship duringcreditsstinger could go wrong,6.008660185674552,0.34261779947135573,-0.5,0.43000000000000005
6000000,141,en,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",61.210016,2001-01-18,1270522,113.0,Released,You can never go too far,Donnie Darko,7.7,3452.0,"Fantasy, Drama, Mystery","parents kids relationship, airplane, time travel, school presentation, school performance, suburbia, vision, morality, teenager","Pandora Cinema, Flower Films, Adam Fields Productions",United States of America,English,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes. Fantasy, Drama, Mystery parents kids relationship, airplane, time travel, school presentation, school performance, suburbia, vision, morality, teenager You can never go too far",narrowly escaping bizarre accident troubled teenager plagued vision large bunny rabbit manipulates commit series crime fantasy drama mystery parent kid relationship airplane time travel school presentation school performance suburbia vision morality teenager never go far,7.417123523348953,0.7464313896197667,-0.02142857142857143,0.6577142857142857
0,66607,en,Salvando al Soldado Perez,"La vida ha llevado a Julián Pérez por caminos equivocados, pero el destino le presentará a este hombre la oportunidad de encontrar su redención cuando es enviado a la misión más peligrosa y noble de toda su vida, una misión ordenada por la única autoridad que todavía respeta, su madre, Doña Elvira. Julián debe viajar hasta el otro extremo del mundo, a un lugar llamado Irak, a traer de vuelta vivo, a su hermano menor el soldado de infantería Juan Pérez. Con la promesa hecha, Julián Pérez regresa a su natal Sinaloa donde reclutará a un comando de elite, destinado a cumplir una misión suicida: viajar a Irak y salvar al soldado Pérez.",0.177356,2011-03-18,0,105.0,Released,Tidak ada,Saving Private Perez,6.1,18.0,"Action, Comedy, Foreign",Tidak ada,Tidak ada,Tidak ada,Tidak ada,"La vida ha llevado a Julián Pérez por caminos equivocados, pero el destino le presentará a este hombre la oportunidad de encontrar su redención cuando es enviado a la misión más peligrosa y noble de toda su vida, una misión ordenada por la única autoridad que todavía respeta, su madre, Doña Elvira. Julián debe viajar hasta el otro extremo del mundo, a un lugar llamado Irak, a traer de vuelta vivo, a su hermano menor el soldado de infantería Juan Pérez. Con la promesa hecha, Julián Pérez regresa a su natal Sinaloa donde reclutará a un comando de elite, destinado a cumplir una misión suicida: viajar a Irak y salvar al soldado Pérez. Action, Comedy, Foreign Tidak ada Tidak ada",la vida ha llevado julin prez por caminos equivocados pero el destino le presentar este hombre la oportunidad de encontrar su redencin cuando e enviado la misin m peligrosa noble de toda su vida una misin ordenada por la nica autoridad que todava respeta su madre doa elvira julin debe viajar hasta el otro extremo del mundo un lugar llamado irak traer de vuelta vivo su hermano menor el soldado de infantera juan prez con la promesa hecha julin prez regresa su natal sinaloa donde reclutar un comando de elite destinado cumplir una misin suicida viajar irak salvar al soldado prez action comedy foreign tidak ada tidak ada,6.092358197759954,0.366614444498906,0.6,0.686
4500000,17139,nl,Karakter,"J.W. Katadreuffe is the son of Joba Katadreuffe and A.B. Drevenhaven. Though fully neglected by Joba, Dreverhaven ensures the succesfull career of his son. Mostly unseen, though he sues his son a few times. The son Katadreuffe succeeds, but at great costs.",0.011697,1997-04-17,0,122.0,Released,Tidak ada,Character,7.7,25.0,"Drama, Foreign, History",law and ethics,"First Floor Features, Almerica Films","Netherlands, Belgium","Nederlands, English, Français, Deutsch","J.W. Katadreuffe is the son of Joba Katadreuffe and A.B. Drevenhaven. Though fully neglected by Joba, Dreverhaven ensures the succesfull career of his son. Mostly unseen, though he sues his son a few times. The son Katadreuffe succeeds, but at great costs. Drama, Foreign, History law and ethics Tidak ada",jw katadreuffe son joba katadreuffe ab drevenhaven though fully neglected joba dreverhaven ensures succesfull career son mostly unseen though sue son time son katadreuffe succeeds great cost drama foreign history law ethic tidak ada,6.14492183636321,0.381684706569548,0.45,0.752
2000000,12079,en,Spun,"Over the course of three days Ross, a college dropout addicted to crystal-meth, encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend, the local meth producer, The Cook - but all he really wants to do is hook up with his old girlfriend, Amy.",6.249262,2002-06-01,0,101.0,Released,The ultimate speed freak's tale.,Spun,6.6,132.0,"Comedy, Crime, Drama","independent film, speed freak, junky cop, boy toy, porn magazine, dope selling, crank, handcuffed to a bed, cctv, veterinary clinic, needlepoint, needle, older woman younger woman relationship, telephone sex","Muse Productions, Brink Films, Silver Nitrate",United States of America,English,"Over the course of three days Ross, a college dropout addicted to crystal-meth, encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend, the local meth producer, The Cook - but all he really wants to do is hook up with his old girlfriend, Amy. Comedy, Crime, Drama independent film, speed freak, junky cop, boy toy, porn magazine, dope selling, crank, handcuffed to a bed, cctv, veterinary clinic, needlepoint, needle, older woman younger woman relationship, telephone sex The ultimate speed freak's tale.",course three day ross college dropout addicted crystalmeth encounter variety oddball folk including stripper named nikki boyfriend local meth producer cook really want hook old girlfriend amy comedy crime drama independent film speed freak junky cop boy toy porn magazine dope selling crank handcuffed bed cctv veterinary clinic needlepoint needle older woman younger woman relationship telephone sex ultimate speed freak tale,6.1693100567419625,0.3886769331792487,-0.025,0.591
4500000,39800,en,Life During Wartime,"Friends, family, and lovers struggle to find love, forgiveness, and meaning in an almost war-torn world riddled with comedy and pathos. Follows Solondz's film Happiness (1998).",3.108881,2009-10-10,744816,97.0,Released,Tidak ada,Life During Wartime,6.3,30.0,"Comedy, Drama","dark comedy, independent film",Werc Werk Works,United States of America,English,"Friends, family, and lovers struggle to find love, forgiveness, and meaning in an almost war-torn world riddled with comedy and pathos. Follows Solondz's film Happiness (1998). Comedy, Drama dark comedy, independent film Tidak ada",friend family lover struggle find love forgiveness meaning almost wartorn world riddled comedy pathos follows solondzs film happiness comedy drama dark comedy independent film tidak ada,6.10030044238431,0.36889152635812844,0.6,0.6980000000000001
0,4550,ko,친절한 금자씨,"After a 13-year imprisonment for the kidnap and murder of a 6 year old boy, beautiful Lee Guem-ja starts seeking revenge on the man that was really responsible for the boy's death. With the help of fellow inmates and reunited with her daughter, she gets closer and closer to her goal. But will her actions lead to the relief she seeks?",17.074843,2005-07-29,23803308,115.0,Released,All she wanted was a peaceful life... they didn't give it.,Sympathy for Lady Vengeance,7.4,356.0,"Drama, Thriller",independent film,"CJ Capital Investment, Korea Capital Investment, Moho Films, TSJ Entertainment, Samsung Venture Capital, Ilshin Capital Investments, Centurion Investment",South Korea,"English, 日本語, 한국어/조선말","After a 13-year imprisonment for the kidnap and murder of a 6 year old boy, beautiful Lee Guem-ja starts seeking revenge on the man that was really responsible for the boy's death. With the help of fellow inmates and reunited with her daughter, she gets closer and closer to her goal. But will her actions lead to the relief she seeks? Drama, Thriller independent film All she wanted was a peaceful life... they didn't give it.",year imprisonment kidnap murder year old boy beautiful lee guemja start seeking revenge man really responsible boy death help fellow inmate reunited daughter get closer closer goal action lead relief seek drama thriller independent film wanted peaceful life didnt give,6.518143128370325,0.48868914595671104,0.3833333333333333,0.7206666666666667
0,62116,fr,"Nannerl, la soeur de Mozart","A re-imagined account of the early life of Maria Anna 'Nannerl' Mozart, five years older than Wolfgang and a musical prodigy in her own right.",0.774442,2010-06-09,0,120.0,Released,Tidak ada,Mozart's Sister,6.2,13.0,Drama,"royal court, overbearing father, harpsichord, 18th century",Les Films Alyne,France,Français,"A re-imagined account of the early life of Maria Anna 'Nannerl' Mozart, five years older than Wolfgang and a musical prodigy in her own right. Drama royal court, overbearing father, harpsichord, 18th century Tidak ada",reimagined account early life maria anna nannerl mozart five year older wolfgang musical prodigy right drama royal court overbearing father harpsichord th century tidak ada,6.094040585745021,0.36709679367626846,0.23047619047619045,0.6180952380952381
0,9991,en,Mean Machine,"Disgraced ex-England captain (Danny 'Mean Machine' Meehan) is thrown in jail for assaulting two police officers. He keeps his head down and has the opportunity to forget everything and change the lives of the prisoners. These prisoners have the chance to put one over the evil guards. The prisoners are lead by Danny and the whole of the prison, guards aside, are behind them.",8.816995,2001-12-26,0,99.0,Released,"It's Not Just About Football, It's About Pride Inside!",Mean Machine,6.0,157.0,"Comedy, Drama","prison, sport, amateur soccer, soccer coach",SKA Films,"United Kingdom, United States of America","English, Italiano","Disgraced ex-England captain (Danny 'Mean Machine' Meehan) is thrown in jail for assaulting two police officers. He keeps his head down and has the opportunity to forget everything and change the lives of the prisoners. These prisoners have the chance to put one over the evil guards. The prisoners are lead by Danny and the whole of the prison, guards aside, are behind them. Comedy, Drama prison, sport, amateur soccer, soccer coach It's Not Just About Football, It's About Pride Inside!",disgraced exengland captain danny mean machine meehan thrown jail assaulting two police officer keep head opportunity forget everything change life prisoner prisoner chance put one evil guard prisoner lead danny whole prison guard aside behind comedy drama prison sport amateur soccer soccer coach football pride inside,6.0759848314415725,0.3619201172423955,-0.29467592592592595,0.5010648148148148
4500000,13807,cn,放‧逐,"A friendship is formed between an ex-gangster, and two groups of hitmen - those who want to protect him and those who were sent to kill him.",8.48639,2006-09-06,0,110.0,Released,Tidak ada,Exiled,7.0,46.0,"Action, Crime, Thriller",Tidak ada,"Media Asia Films, Milky Way Image Company",Hong Kong,广州话 / 廣州話,"A friendship is formed between an ex-gangster, and two groups of hitmen - those who want to protect him and those who were sent to kill him. Action, Crime, Thriller Tidak ada Tidak ada",friendship formed exgangster two group hitman want protect sent kill action crime thriller tidak ada tidak ada,6.145505031045677,0.3818519114460849,0.0,0.62
0,68818,en,Blackthorn,"In Bolivia, Butch Cassidy (now calling himself James Blackthorne) pines for one last sight of home, an adventure that aligns him with a young robber and makes the duo a target for gangs and lawmen alike.",5.223096,2011-08-31,623528,98.0,Released,No destiny,Blackthorn,6.6,73.0,"Adventure, Action, Western","robbery, miner, treachery, sundance kid, native peoples, butch cassidy","Quickfire Films, Televisión Española (TVE), Arcadia Motion Pictures, Noodles Production, Canal+ España, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Instituto de Crédito Oficial (ICO), ONO, Ariane Mararía Films, Nix Films, Eter Pictures, Manto Films, Pegaso Producciones, Ibermedia European Community Program, Audiovisual Aval SGR","Bolivia, France, Spain, United Kingdom","Español, English","In Bolivia, Butch Cassidy (now calling himself James Blackthorne) pines for one last sight of home, an adventure that aligns him with a young robber and makes the duo a target for gangs and lawmen alike. Adventure, Action, Western robbery, miner, treachery, sundance kid, native peoples, butch cassidy No destiny",bolivia butch cassidy calling james blackthorne pine one last sight home adventure aligns young robber make duo target gang lawman alike adventure action western robbery miner treachery sundance kid native people butch cassidy destiny,6.13793881396144,0.3796826385918315,0.05,0.606
0,12093,sv,Lilja 4-Ever,"Lilya lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt, who neglects her. Lilya hangs out with her friends, Natasha and Volodya, who is suicidal. Desperate for money, she starts working as a prostitute, and later meets Andrei. He offers her a good job in Sweden, but when Lilya arrives her life quickly enters a downward spiral.",7.759215,2002-08-23,0,109.0,Released,Tidak ada,Lilya 4-ever,7.7,139.0,"Crime, Drama","suicide, sex, sweden, underground, nightclub, nudity, escape, poverty, prostitution, violence, disturbing","Det Danske Filminstitut, Memfis Film, Film i Väst","Denmark, Sweden","Pусский, svenska, English","Lilya lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt, who neglects her. Lilya hangs out with her friends, Natasha and Volodya, who is suicidal. Desperate for money, she starts working as a prostitute, and later meets Andrei. He offers her a good job in Sweden, but when Lilya arrives her life quickly enters a downward spiral. Crime, Drama suicide, sex, sweden, underground, nightclub, nudity, escape, poverty, prostitution, violence, disturbing Tidak ada",lilya life poverty dream better life mother move united state abandon aunt neglect lilya hang friend natasha volodya suicidal desperate money start working prostitute later meet andrei offer good job sweden lilya arrives life quickly enters downward spiral crime drama suicide sex sweden underground nightclub nudity escape poverty prostitution violence disturbing tidak ada,6.34729502204197,0.4397061264196704,0.1722222222222222,0.6964444444444444
4500000,36419,en,After.Life,"A young woman caught between life and death... and a funeral director who appears to have the gift of transitioning the dead, but might just be intent on burying her alive.",14.570359,2010-04-09,3606395,104.0,Released,Life is the symptom. Death is the cure.,After.Life,5.4,251.0,"Drama, Horror, Mystery, Thriller","wheelchair, nightmare, funeral, injection, crying, casket, shovel, lily, argument, crucifix, woman director","Plum Pictures, Harbor Light Entertainment, Lleju Productions",United States of America,English,"A young woman caught between life and death... and a funeral director who appears to have the gift of transitioning the dead, but might just be intent on burying her alive. Drama, Horror, Mystery, Thriller wheelchair, nightmare, funeral, injection, crying, casket, shovel, lily, argument, crucifix, woman director Life is the symptom. Death is the cure.",young woman caught life death funeral director appears gift transitioning dead might intent burying alive drama horror mystery thriller wheelchair nightmare funeral injection cry casket shovel lily argument crucifix woman director life symptom death cure,5.9163263555756735,0.3161452215724193,0.0,0.524
0,281730,en,Fugly,"It is a story of 4 friends - Dev, Gaurav, Aditya &amp; Devi. The cast is young &amp; fresh. They are at the cusp of their lives - The college has just about finished, but career path is yet to be set. These are the last few days of true freedom that we have all gone through, and still cherish. These friends are conscientious, they will have fun but would never cross the boundaries - They all have dreams and expectations from life, but as they say - man proposes, god disposes. Their fun filled and care free life comes to an abrupt halt, when they are faced with an extremely corrupt and seemingly fearless Police Officer. This puts a series of events in motion which will test their friendship and characters - their life becomes 'Fugly'.",0.371337,2014-06-13,0,134.0,Released,Tidak ada,Fugly,5.3,2.0,"Comedy, Drama, Thriller",Tidak ada,Tidak ada,India,"हिन्दी, English","It is a story of 4 friends - Dev, Gaurav, Aditya &amp; Devi. The cast is young &amp; fresh. They are at the cusp of their lives - The college has just about finished, but career path is yet to be set. These are the last few days of true freedom that we have all gone through, and still cherish. These friends are conscientious, they will have fun but would never cross the boundaries - They all have dreams and expectations from life, but as they say - man proposes, god disposes. Their fun filled and care free life comes to an abrupt halt, when they are faced with an extremely corrupt and seemingly fearless Police Officer. This puts a series of events in motion which will test their friendship and characters - their life becomes 'Fugly'. Comedy, Drama, Thriller Tidak ada Tidak ada",story friend dev gaurav aditya amp devi cast young amp fresh cusp life college finished career path yet set last day true freedom gone still cherish friend conscientious fun would never cross boundary dream expectation life say man proposes god disposes fun filled care free life come abrupt halt faced extremely corrupt seemingly fearless police officer put series event motion test friendship character life becomes fugly comedy drama thriller tidak ada tidak ada,6.090027658063282,0.3659462669349444,0.11041666666666668,0.5400833333333334
